timestamp,product_id,value,moving_range,i_lcl,i_cl,i_ucl,mr_lcl,mr_cl,mr_ucl,rule_1_beyond_3sigma,rule_2_two_of_three_beyond_2sigma,rule_3_four_of_five_beyond_1sigma,rule_4_eight_same_side,any_signal,mr_rule_1
2024-01-01 00:00:00,PRD-A,0.9942477393949841,,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-01-01 08:00:00,PRD-A,1.116883417539136,0.12263567814415188,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-01-01 16:00:00,PRD-A,1.1728017374348263,0.055918319895690294,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-01-02 00:00:00,PRD-A,1.1222861916378446,0.0505155457969817,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-01-02 08:00:00,PRD-A,0.9655819742771463,0.15670421736069828,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,True,False,True,False
2024-01-02 16:00:00,PRD-A,1.0520838511906916,0.08650187691354527,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,True,False,True,False
2024-01-09 00:00:00,PRD-A,1.3977069889276252,0.34562313773693365,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-01-09 08:00:00,PRD-A,1.3123257898382688,0.08538119908935649,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-01-09 16:00:00,PRD-A,1.543032559321694,0.23070676948342528,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-01-10 00:00:00,PRD-A,1.3704003856877642,0.1726321736339298,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-01-10 08:00:00,PRD-A,1.3865575971876154,0.016157211499851165,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-01-10 16:00:00,PRD-A,1.4129698620999562,0.026412264912340833,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-01-17 00:00:00,PRD-A,1.24927522901213,0.16369463308782617,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-01-17 08:00:00,PRD-A,1.2198317625719697,0.029443466440160382,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-01-17 16:00:00,PRD-A,1.3132781611363304,0.09344639856436077,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-01-18 00:00:00,PRD-A,1.1123983514105489,0.20087980972578157,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-01-18 08:00:00,PRD-A,1.2486995022754614,0.13630115086491257,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-01-18 16:00:00,PRD-A,1.5325071573291789,0.2838076550537174,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-01-25 00:00:00,PRD-A,1.256857875590706,0.2756492817384728,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-01-25 08:00:00,PRD-A,1.3121437379595153,0.05528586236880928,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-01-25 16:00:00,PRD-A,1.446870823572967,0.1347270856134517,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-01-26 00:00:00,PRD-A,1.3425364913604843,0.10433433221248278,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-01-26 08:00:00,PRD-A,1.2084110887034007,0.1341254026570835,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-01-26 16:00:00,PRD-A,1.3692424581473852,0.16083136944398446,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-02-02 00:00:00,PRD-A,1.1051094631958307,0.2641329949515545,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-02-02 08:00:00,PRD-A,1.0860461164050532,0.01906334679077748,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-02-02 16:00:00,PRD-A,1.2688877829838339,0.18284166657878065,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-02-03 00:00:00,PRD-A,1.366909977579665,0.09802219459583106,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-02-03 08:00:00,PRD-A,1.0036208926976984,0.36328908488196654,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-02-03 16:00:00,PRD-A,1.2562807626963337,0.2526598699986353,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-02-10 00:00:00,PRD-A,1.389306067544757,0.13302530484842334,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-02-10 08:00:00,PRD-A,1.3645398061459584,0.024766261398798672,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-02-10 16:00:00,PRD-A,1.4497447315062728,0.08520492536031443,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-02-11 00:00:00,PRD-A,1.3150064306082425,0.1347383008980303,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
2024-02-11 08:00:00,PRD-A,1.375803261995544,0.06079683138730152,0.8523794717071191,1.297434156718313,1.7424888417295068,0.0,0.16734056156420887,0.5467016146302703,False,False,False,False,False,False
