subgroup_id,timestamp,machine_id,product_id,xbar,range,n,xbar_lcl,xbar_cl,xbar_ucl,range_lcl,range_cl,range_ucl,rule_1_beyond_3sigma,rule_2_two_of_three_beyond_2sigma,rule_3_four_of_five_beyond_1sigma,rule_4_eight_same_side,any_signal,range_rule_1
SG-MC-01-2024010100,2024-01-01 00:00:00,MC-01,PRD-A,24.975615097235142,0.07174879047767391,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,True,False,False,False,True,False
SG-MC-09-2024010100,2024-01-01 00:00:00,MC-09,PRD-A,25.005640519503956,0.07986643983314323,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-05-2024010100,2024-01-01 00:00:00,MC-05,PRD-A,25.025361518606996,0.09287745990431873,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-01-2024010108,2024-01-01 08:00:00,MC-01,PRD-A,24.98333672829699,0.0544680902000394,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-05-2024010108,2024-01-01 08:00:00,MC-05,PRD-A,25.05438092015633,0.06035786875682447,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-09-2024010108,2024-01-01 08:00:00,MC-09,PRD-A,25.00695538696776,0.07644169339179285,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-05-2024010116,2024-01-01 16:00:00,MC-05,PRD-A,25.030774810455235,0.07355964324504782,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-09-2024010116,2024-01-01 16:00:00,MC-09,PRD-A,25.005569092157216,0.0895988783991406,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-01-2024010116,2024-01-01 16:00:00,MC-01,PRD-A,24.982295959041476,0.06945014414106154,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-09-2024010200,2024-01-02 00:00:00,MC-09,PRD-A,25.05787277895365,0.04811221013862621,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-05-2024010200,2024-01-02 00:00:00,MC-05,PRD-A,25.0262662123425,0.0687079638714927,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-01-2024010200,2024-01-02 00:00:00,MC-01,PRD-A,24.978195918649213,0.04266759403548903,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,True,False,False,False,True,False
SG-MC-01-2024010208,2024-01-02 08:00:00,MC-01,PRD-A,24.968366980054405,0.10546680013307252,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,True,True,False,False,True,False
SG-MC-05-2024010208,2024-01-02 08:00:00,MC-05,PRD-A,25.040227557482893,0.034328239048143416,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,True,False,False,True,False
SG-MC-09-2024010208,2024-01-02 08:00:00,MC-09,PRD-A,25.031461764845353,0.10991998317729923,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-09-2024010216,2024-01-02 16:00:00,MC-09,PRD-A,25.023175796722278,0.04148896727042839,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-01-2024010216,2024-01-02 16:00:00,MC-01,PRD-A,25.016155752277665,0.031206204940751547,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-05-2024010216,2024-01-02 16:00:00,MC-05,PRD-A,25.036113993831506,0.07776628253261464,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-08-2024010300,2024-01-03 00:00:00,MC-08,PRD-A,25.016807834081803,0.09528974038075688,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-04-2024010300,2024-01-03 00:00:00,MC-04,PRD-A,25.014984667470422,0.05235285669014189,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-12-2024010300,2024-01-03 00:00:00,MC-12,PRD-A,25.01393085557392,0.048866658246488726,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-12-2024010308,2024-01-03 08:00:00,MC-12,PRD-A,25.00317760939882,0.06332721953220855,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-04-2024010308,2024-01-03 08:00:00,MC-04,PRD-A,25.01801080583865,0.10235411002479822,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-08-2024010308,2024-01-03 08:00:00,MC-08,PRD-A,25.019632418430202,0.20878952907212422,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,True
SG-MC-12-2024010316,2024-01-03 16:00:00,MC-12,PRD-A,25.026803451471274,0.07886438801446616,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-08-2024010316,2024-01-03 16:00:00,MC-08,PRD-A,25.038030978284887,0.07099361667637893,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-04-2024010316,2024-01-03 16:00:00,MC-04,PRD-A,25.02132838481873,0.08610614267110961,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-12-2024010400,2024-01-04 00:00:00,MC-12,PRD-A,25.00786296460075,0.11814526069386133,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-08-2024010400,2024-01-04 00:00:00,MC-08,PRD-A,25.030864160582034,0.07473584121149202,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-04-2024010400,2024-01-04 00:00:00,MC-04,PRD-A,25.023469137392606,0.10017609207497458,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-04-2024010408,2024-01-04 08:00:00,MC-04,PRD-A,25.02070752470098,0.043801394211897104,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-08-2024010408,2024-01-04 08:00:00,MC-08,PRD-A,25.02090387039399,0.07966482316365742,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-12-2024010408,2024-01-04 08:00:00,MC-12,PRD-A,25.018750420837478,0.06705372098443974,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-04-2024010416,2024-01-04 16:00:00,MC-04,PRD-A,25.03446272138445,0.050471968179103044,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
SG-MC-12-2024010416,2024-01-04 16:00:00,MC-12,PRD-A,25.00158170816506,0.14000081935393638,5,24.980965313594478,25.029746559290434,25.07852780498639,0.0,0.08454288682141428,0.17872366274046977,False,False,False,False,False,False
