shift_id,timestamp,date,line_id,machine_id,machine_type,product_id,shift,criticality,machine_age_years,failure_cost,maintenance_cost,planned_minutes,planned_downtime_min,planned_production_min,unplanned_downtime_min,run_time_min,ideal_cycle_sec,speed_factor,total_units,first_pass_good_units,rework_units,scrap_units,defect_count,copq,vibration_rms,temperature_c,pressure_bar,current_amp,lubrication_index,tool_wear_pct,surface_roughness_um,ambient_temperature_c,ambient_humidity_pct,hours_since_maintenance,cumulative_operating_hours,changeover_count,failures_last_30d,energy_kwh,failure_event,failure_type,true_hazard_probability,_latent_wear_state,defect_rate_lag_1,downtime_last_7d_min,vibration_rolling_3,failure_within_24h,next_failure_hours,availability,performance,quality_rate,oee,fpy,scrap_rate,rework_rate
SH-MC-01-2024010100,2024-01-01 00:00:00,2024-01-01,LINE-A,MC-01,CNC,PRD-A,A,3,7,25500.0,2860.0,480.0,105.0,375.0,0.0,375.0,20.0,0.9808154207173798,1103,1080,14,9,33,246.0,2.003553986861392,53.408039575177916,6.133780556071631,45.760616864245776,92.46225921344315,2.551465057548378,0.9942477393949841,14.557489557163237,60.183225223643475,0.0,45990.0,1,0,335.50687936730753,0,,0.004416066786304234,0.0432,0.0,0.0,2.003553986861392,0,,1.0,0.9804444444444445,0.9791477787851315,0.9600000000000001,0.9791477787851315,0.008159564823209429,0.012692656391659111
SH-MC-01-2024010108,2024-01-01 08:00:00,2024-01-01,LINE-A,MC-01,CNC,PRD-A,B,3,7,25500.0,2860.0,480.0,18.0,462.0,0.0,462.0,20.0,0.9916276613417675,1374,1337,19,18,45,438.0,1.4253102594146094,55.1239440647332,6.033805011459859,43.37597732451006,91.52031593085658,3.9364063521616255,1.116883417539136,14.557489557163237,60.27149631143729,6.25,45996.25,0,0,409.8621338932905,0,,0.004949509496703069,0.060200000000000004,0.02085222121486854,0.0,1.7144321231380006,0,,1.0,0.9913419913419913,0.9730713245997089,0.9646464646464646,0.9730713245997089,0.013100436681222707,0.013828238719068414
SH-MC-01-2024010116,2024-01-01 16:00:00,2024-01-01,LINE-A,MC-01,CNC,PRD-A,C,3,7,25500.0,2860.0,480.0,18.0,462.0,0.0,462.0,20.0,0.9638635065230088,1335,1276,36,23,64,630.0,1.645379145888601,57.26509342203611,5.947370003992646,46.598484465612486,92.90599840587291,5.897807547937611,1.1728017374348263,14.557489557163237,60.763497043026014,13.95,46003.95,0,0,412.46601994828666,0,,0.005522455060730795,0.0756,0.026928675400291122,0.0,1.6914144640548674,0,,1.0,0.9632034632034632,0.9558052434456928,0.9206349206349206,0.9558052434456928,0.017228464419475654,0.02696629213483146
SH-MC-01-2024010200,2024-01-02 00:00:00,2024-01-02,LINE-A,MC-01,CNC,PRD-A,A,3,7,25500.0,2860.0,480.0,18.0,462.0,10.400212248371382,451.59978775162864,20.0,0.9511820694285793,1288,1257,14,17,36,390.0,2.1909432383325504,56.181019647451635,5.92739504713863,46.89937279509096,92.20784477046922,9.237261750739284,1.1222861916378446,14.607326659614957,65.31061157202964,21.65,46011.649999999994,0,0,410.29461625183967,0,,0.006265043475600067,0.094,0.044194756554307116,0.0,1.7538775478785869,0,,0.9774887180771182,0.9506942761661761,0.9759316770186336,0.9069264069264069,0.9759316770186336,0.013198757763975156,0.010869565217391304
SH-MC-01-2024010208,2024-01-02 08:00:00,2024-01-02,LINE-A,MC-01,CNC,PRD-A,B,3,7,25500.0,2860.0,480.0,18.0,462.0,0.0,462.0,20.0,0.9324138864664036,1292,1271,11,10,25,246.0,1.9872687396086934,55.455262866859684,5.877243077974371,46.674093274221995,84.86429334911635,10.023498906900532,0.9655819742771463,14.607326659614957,60.58944093131653,29.17666312919381,46019.17666312919,0,0,414.67834120980257,0,,0.006972020881802865,0.10905332625838762,0.02406832298136646,10.400212248371382,1.9411970412766149,0,,1.0,0.9321789321789322,0.9837461300309598,0.9170274170274171,0.9837461300309598,0.007739938080495356,0.008513931888544891
SH-MC-01-2024010216,2024-01-02 16:00:00,2024-01-02,LINE-A,MC-01,CNC,PRD-A,C,3,7,25500.0,2860.0,480.0,18.0,462.0,0.0,462.0,20.0,0.9258234252312473,1283,1249,26,8,43,300.0,2.578802606419755,59.89876834172228,6.084892045201235,45.5756771223804,83.61294470118449,14.594384425378761,1.0520838511906916,14.607326659614957,62.35827889354928,36.87666312919381,46026.87666312919,0,0,417.61551185413407,0,,0.007777258534195591,0.12445332625838762,0.016253869969040248,10.400212248371382,2.2523381947869994,0,,1.0,0.9256854256854257,0.9734996102883866,0.9011544011544012,0.9734996102883866,0.006235385814497272,0.020265003897116135
SH-MC-01-2024010300,2024-01-03 00:00:00,2024-01-03,LINE-A,MC-01,CNC,PRD-B,A,3,7,25500.0,2860.0,480.0,35.0,445.0,0.0,445.0,32.0,0.9604193662801964,801,772,15,14,37,527.0,2.1934564466443005,59.208070548237565,5.816528602057726,46.04663026132329,86.02246308162431,11.98488327651058,1.0153737105579204,14.659203415000547,58.32134888048126,44.57666312919381,46034.576663129184,1,0,402.1012668225493,0,,0.008820354637144034,0.14285332625838762,0.026500389711613406,10.400212248371382,2.253175930890916,0,,1.0,0.96,0.9637952559300874,0.9252434456928839,0.9637952559300874,0.017478152309612985,0.018726591760299626
SH-MC-01-2024010308,2024-01-03 08:00:00,2024-01-03,LINE-A,MC-01,CNC,PRD-B,B,3,7,25500.0,2860.0,480.0,18.0,462.0,0.0,462.0,32.0,0.9483820223052339,821,806,9,6,15,249.0,2.512384674523805,55.97146846335479,5.953713665036775,45.40232554694473,85.16197052598892,16.09023950584855,1.072087098517946,14.659203415000547,62.262008160226266,51.993329795860475,46041.99332979585,0,0,419.52585243527324,0,,0.010045090545035643,0.16218665959172096,0.03620474406991261,10.400212248371382,2.4282145758626204,0,,1.0,0.9477633477633478,0.9817295980511571,0.9304473304473305,0.9817295980511571,0.007308160779537149,0.010962241169305725
SH-MC-01-2024010316,2024-01-03 16:00:00,2024-01-03,LINE-A,MC-01,CNC,PRD-B,C,3,7,25500.0,2860.0,480.0,18.0,462.0,0.0,462.0,32.0,0.9206241531425882,797,781,7,9,22,315.0,2.0258687525605756,61.40048620798849,5.878330490189162,47.29664394956298,85.18896395920058,16.222505037457992,1.394201450437203,14.659203415000547,64.03829416264965,59.69332979586048,46049.693329795846,0,0,422.2965252470621,0,,0.011201250657996325,0.17758665959172096,0.018270401948842874,10.400212248371382,2.243903291242894,0,,1.0,0.92005772005772,0.9799247176913425,0.9015873015873015,0.9799247176913425,0.011292346298619825,0.00878293601003764
SH-MC-01-2024010400,2024-01-04 00:00:00,2024-01-04,LINE-A,MC-01,CNC,PRD-B,A,3,7,25500.0,2860.0,480.0,18.0,462.0,0.0,462.0,32.0,0.9547177083459785,827,800,15,12,33,471.0,2.313788203445539,59.08163368055642,5.568448033000788,47.348188462481026,83.81163499248377,20.490872266933096,1.1044565079451334,14.713104472153475,59.066050223153425,67.39332979586048,46057.39332979584,0,0,423.71137670655276,0,,0.012697700195317005,0.19598665959172096,0.020075282308657464,10.400212248371382,2.2840138768433067,0,,1.0,0.9546897546897547,0.9673518742442564,0.9235209235209235,0.9673518742442564,0.014510278113663845,0.018137847642079808
